source,title,summary,link,published,collected_at,clean_title,clean_summary,combined_text,clean_combined_text,label_model
rt,الخارجية الروسية تستدعي سفير أذربيجان,"قامت الخارجية الروسية باستدعاء السفير الأذربيجاني في موسكو رحمن مصطفايف اليوم الاثنين على خلفية ما وصفته بأنه ""تصرفات باكو غير الودية والاحتجاز غير القانوني"" للصحفيين الروس.",https://arabic.rt.com/world/1688265-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D8%A9-%D8%A7%D9%84%D8%B1%D9%88%D8%B3%D9%8A%D8%A9-%D8%AA%D8%B3%D8%AA%D8%AF%D8%B9%D9%8A-%D8%B3%D9%81%D9%8A%D8%B1-%D8%A3%D8%B0%D8%B1%D8%A8%D9%8A%D8%AC%D8%A7%D9%86/,"Mon, 30 Jun 2025 14:56:00 +0000",2025-06-30T15:19:26.260110,الخارجية الروسية تستدعي سفير أذربيجان,قامت الخارجية الروسية باستدعاء السفير الأذربيجاني موسكو رحمن مصطفايف اليوم الاثنين خلفية وصفته بأنه تصرفات باكو الودية والاحتجاز القانوني للصحفيين الروس,"الخارجية الروسية تستدعي سفير أذربيجان قامت الخارجية الروسية باستدعاء السفير الأذربيجاني في موسكو رحمن مصطفايف اليوم الاثنين على خلفية ما وصفته بأنه ""تصرفات باكو غير الودية والاحتجاز غير القانوني"" للصحفيين الروس.",الخارجية الروسية تستدعي سفير أذربيجان قامت الخارجية الروسية باستدعاء السفير الأذربيجاني موسكو رحمن مصطفايف اليوم الاثنين خلفية وصفته بأنه تصرفات باكو الودية والاحتجاز القانوني للصحفيين الروس,سياسة
rt,من هو قائد ورئيس الشرق الأوسط ومحرك الخيوط في سوريا ولبنان وإسرائيل؟.. استخباراتي إسرائيلي يجيب!,"قال رئيس وحدة الاستخبارات العسكرية الإسرائيلية 8200 السابق حنان جيفن، إن ""الشرق الأوسط تغير كليا خلال الأشهر الأخيرة بفضل الرئيس الأمريكي دونالد ترامب"".",https://arabic.rt.com/world/1688267-%D9%85%D9%86-%D9%87%D9%88-%D9%82%D8%A7%D8%A6%D8%AF-%D9%88%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D8%B4%D8%B1%D9%82-%D8%A7%D9%84%D8%A3%D9%88%D8%B3%D8%B7-%D9%88%D9%85%D8%AD%D8%B1%D9%83-%D8%A7%D9%84%D8%AE%D9%8A%D9%88%D8%B7-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-%D9%88%D9%84%D8%A8%D9%86%D8%A7%D9%86-%D9%88%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%A7%D8%B3%D8%AA%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA%D9%8A-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D9%8A%D8%AC%D9%8A%D8%A8/,"Mon, 30 Jun 2025 14:50:03 +0000",2025-06-30T15:19:26.260110,قائد ورئيس الشرق الأوسط ومحرك الخيوط سوريا ولبنان وإسرائيل استخباراتي إسرائيلي يجيب,قال رئيس وحدة الاستخبارات العسكرية الإسرائيلية 8200 السابق حنان جيفن الشرق الأوسط تغير كليا خلال الأشهر الأخيرة بفضل الرئيس الأمريكي دونالد ترامب,"من هو قائد ورئيس الشرق الأوسط ومحرك الخيوط في سوريا ولبنان وإسرائيل؟.. استخباراتي إسرائيلي يجيب! قال رئيس وحدة الاستخبارات العسكرية الإسرائيلية 8200 السابق حنان جيفن، إن ""الشرق الأوسط تغير كليا خلال الأشهر الأخيرة بفضل الرئيس الأمريكي دونالد ترامب"".",قائد ورئيس الشرق الأوسط ومحرك الخيوط سوريا ولبنان وإسرائيل استخباراتي إسرائيلي يجيب قال رئيس وحدة الاستخبارات العسكرية الإسرائيلية 8200 السابق حنان جيفن الشرق الأوسط تغير كليا خلال الأشهر الأخيرة بفضل الرئيس الأمريكي دونالد ترامب,سياسة
rt,كازاخستان تحظر النقاب والبرقع في الأماكن العامة,"أصدر الرئيس الكازاخستاني قاسم جومارت توكاييف مرسوما رئاسيا يحظر ارتداء الملابس التي تخفي الوجه في الأماكن العامة، بما في ذلك النقاب والبرقع.",https://arabic.rt.com/world/1688268-%D9%83%D8%A7%D8%B2%D8%A7%D8%AE%D8%B3%D8%AA%D8%A7%D9%86-%D8%AA%D8%AD%D8%B8%D8%B1-%D8%A7%D9%84%D9%86%D9%82%D8%A7%D8%A8-%D9%88%D8%A7%D9%84%D8%A8%D8%B1%D9%82%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%85%D8%A7%D9%83%D9%86-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9/,"Mon, 30 Jun 2025 14:49:21 +0000",2025-06-30T15:19:26.260110,كازاخستان تحظر النقاب والبرقع الأماكن العامة,أصدر الرئيس الكازاخستاني قاسم جومارت توكاييف مرسوما رئاسيا يحظر ارتداء الملابس تخفي الوجه الأماكن العامة النقاب والبرقع,"كازاخستان تحظر النقاب والبرقع في الأماكن العامة أصدر الرئيس الكازاخستاني قاسم جومارت توكاييف مرسوما رئاسيا يحظر ارتداء الملابس التي تخفي الوجه في الأماكن العامة، بما في ذلك النقاب والبرقع.",كازاخستان تحظر النقاب والبرقع الأماكن العامة أصدر الرئيس الكازاخستاني قاسم جومارت توكاييف مرسوما رئاسيا يحظر ارتداء الملابس تخفي الوجه الأماكن العامة النقاب والبرقع,سياسة
rt,عشرات القتلى والجرحى بقصف إسرائيلي استهدف مقهى على شاطئ بحر مدينة غزة,"أفادت مصادر طبية فلسطينية اليوم الاثنين، بمقتل 33 شخصا على الأقل وإصابة العشرات في قصف إسرائيلي استهدف مقهى ""الباقة"" على شاطئ بحر غزة.",https://arabic.rt.com/middle_east/1688263-%D8%B9%D8%B4%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%82%D8%AA%D9%84%D9%89-%D9%88%D8%A7%D9%84%D8%AC%D8%B1%D8%AD%D9%89-%D8%A8%D9%82%D8%B5%D9%81-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D9%81-%D9%85%D9%82%D9%87%D9%89-%D8%B9%D9%84%D9%89-%D8%B4%D8%A7%D8%B7%D8%A6-%D8%A8%D8%AD%D8%B1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%BA%D8%B2%D8%A9/,"Mon, 30 Jun 2025 14:48:14 +0000",2025-06-30T15:19:26.260110,عشرات القتلى والجرحى بقصف إسرائيلي استهدف مقهى شاطئ بحر مدينة غزة,أفادت مصادر طبية فلسطينية اليوم الاثنين بمقتل 33 شخصا الأقل وإصابة العشرات قصف إسرائيلي استهدف مقهى الباقة شاطئ بحر غزة,"عشرات القتلى والجرحى بقصف إسرائيلي استهدف مقهى على شاطئ بحر مدينة غزة أفادت مصادر طبية فلسطينية اليوم الاثنين، بمقتل 33 شخصا على الأقل وإصابة العشرات في قصف إسرائيلي استهدف مقهى ""الباقة"" على شاطئ بحر غزة.",عشرات القتلى والجرحى بقصف إسرائيلي استهدف مقهى شاطئ بحر مدينة غزة أفادت مصادر طبية فلسطينية اليوم الاثنين بمقتل 33 شخصا الأقل وإصابة العشرات قصف إسرائيلي استهدف مقهى الباقة شاطئ بحر غزة,سياسة
rt,"مقتل الصحفي إسماعيل أبو حطب في قصف إسرائيلي استهدف مقهى ""الباقة"" على شاطئ غزة","لقي الصحفي الفلسطيني إسماعيل أبو حطب مصرعه اليوم الاثنين في قصف إسرائيلي استهدف مقهى على شاطئ بحر غزة، راح ضحيته عشرات القتلى والجرحى.",https://arabic.rt.com/world/1688272-%D9%85%D9%82%D8%AA%D9%84-%D8%A7%D9%84%D8%B5%D8%AD%D9%81%D9%8A-%D8%A5%D8%B3%D9%85%D8%A7%D8%B9%D9%8A%D9%84-%D8%A3%D8%A8%D9%88-%D8%AD%D8%B7%D8%A8-%D9%81%D9%8A-%D9%82%D8%B5%D9%81-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D9%81-%D9%85%D9%82%D9%87%D9%89-%D8%A8%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%BA%D8%B2%D8%A9/,"Mon, 30 Jun 2025 14:46:03 +0000",2025-06-30T15:19:26.260110,مقتل الصحفي إسماعيل حطب قصف إسرائيلي استهدف مقهى الباقة شاطئ غزة,لقي الصحفي الفلسطيني إسماعيل حطب مصرعه اليوم الاثنين قصف إسرائيلي استهدف مقهى شاطئ بحر غزة ضحيته عشرات القتلى والجرحى,"مقتل الصحفي إسماعيل أبو حطب في قصف إسرائيلي استهدف مقهى ""الباقة"" على شاطئ غزة لقي الصحفي الفلسطيني إسماعيل أبو حطب مصرعه اليوم الاثنين في قصف إسرائيلي استهدف مقهى على شاطئ بحر غزة، راح ضحيته عشرات القتلى والجرحى.",مقتل الصحفي إسماعيل حطب قصف إسرائيلي استهدف مقهى الباقة شاطئ غزة لقي الصحفي الفلسطيني إسماعيل حطب مصرعه اليوم الاثنين قصف إسرائيلي استهدف مقهى شاطئ بحر غزة ضحيته عشرات القتلى والجرحى,سياسة
rt,كيف تنشئ كلمة مرور فعّالة لحماية بياناتك الإلكترونية؟,"تعتبر كلمات المرور من أهم وسائل حماية الحسابات الإلكترونية، بما في ذلك البريد الإلكتروني وحسابات التواصل الاجتماعي، وإنشاء كلمة مرور فعّالة يعتبر من أهم الخطوات لحماية البيانات.",https://arabic.rt.com/it/1688254-%D9%83%D9%8A%D9%81-%D8%AA%D9%86%D8%B4%D8%A6-%D9%83%D9%84%D9%85%D8%A9-%D9%85%D8%B1%D9%88%D8%B1-%D9%81%D8%B9%D8%A7%D9%84%D8%A9-%D9%84%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D8%A8%D8%A7%D9%8A%D8%A7%D9%86%D8%A7%D8%AA%D9%83-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9/,"Mon, 30 Jun 2025 14:39:16 +0000",2025-06-30T15:19:26.260110,تنشئ كلمة مرور فعالة لحماية بياناتك الإلكترونية,تعتبر كلمات المرور أهم وسائل حماية الحسابات الإلكترونية البريد الإلكتروني وحسابات التواصل الاجتماعي وإنشاء كلمة مرور فعالة يعتبر أهم الخطوات لحماية البيانات,"كيف تنشئ كلمة مرور فعّالة لحماية بياناتك الإلكترونية؟ تعتبر كلمات المرور من أهم وسائل حماية الحسابات الإلكترونية، بما في ذلك البريد الإلكتروني وحسابات التواصل الاجتماعي، وإنشاء كلمة مرور فعّالة يعتبر من أهم الخطوات لحماية البيانات.",تنشئ كلمة مرور فعالة لحماية بياناتك الإلكترونية تعتبر كلمات المرور أهم وسائل حماية الحسابات الإلكترونية البريد الإلكتروني وحسابات التواصل الاجتماعي وإنشاء كلمة مرور فعالة يعتبر أهم الخطوات لحماية البيانات,تكنولوجيا
rt,ضجة كبرى في الجزائر بعد إعلان العثور على جثة الطفلة المفقودة مروة,أكدت السلطات الجزائرية مساء الأحد العثور على جثة الطفلة مروة بوغاشيش (13 عاماً) في حالة متقدمة من التعفن بغابة جبل الوحش بقسنطينة بعد اختفائها في ظروف غامضة يوم 22 مايو 2025.,https://arabic.rt.com/funny/1688262-%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1-%D8%A8%D8%B9%D8%AF-%D8%AA%D8%A3%D9%83%D9%8A%D8%AF-%D9%88%D9%81%D8%A7%D8%A9-%D8%A7%D9%84%D8%B7%D9%81%D9%84%D8%A9-%D9%85%D8%B1%D9%88%D8%A9-%D8%AD%D9%85%D9%84%D8%A9-%D8%B6%D8%AF-%D9%85%D8%AB%D9%8A%D8%B1%D9%8A-%D8%A7%D9%84%D9%81%D8%AA%D9%86%D8%A9-%D9%88%D9%85%D8%B1%D9%88%D8%AC%D9%8A-%D8%A7%D9%84%D8%A3%D9%83%D8%A7%D8%B0%D9%8A%D8%A8/,"Mon, 30 Jun 2025 14:30:08 +0000",2025-06-30T15:19:26.260110,ضجة كبرى الجزائر إعلان العثور جثة الطفلة المفقودة مروة,أكدت السلطات الجزائرية الأحد العثور جثة الطفلة مروة بوغاشيش 13 عاما حالة متقدمة التعفن بغابة جبل الوحش بقسنطينة اختفائها ظروف غامضة يوم 22 2025,ضجة كبرى في الجزائر بعد إعلان العثور على جثة الطفلة المفقودة مروة أكدت السلطات الجزائرية مساء الأحد العثور على جثة الطفلة مروة بوغاشيش (13 عاماً) في حالة متقدمة من التعفن بغابة جبل الوحش بقسنطينة بعد اختفائها في ظروف غامضة يوم 22 مايو 2025.,ضجة كبرى الجزائر إعلان العثور جثة الطفلة المفقودة مروة أكدت السلطات الجزائرية الأحد العثور جثة الطفلة مروة بوغاشيش 13 عاما حالة متقدمة التعفن بغابة جبل الوحش بقسنطينة اختفائها ظروف غامضة يوم 22 2025,اجتماعي
rt,مفاجأة لمرضى السكري.. هذا ما يحدث لجسمك عند شرب القهوة يوميا,"توصل فريق من العلماء إلى نتائج مثيرة حول العلاقة المعقدة بين استهلاك القهوة ومرض السكري من النوع الثاني، بعد تحليل علمي موسع شمل قرابة 150 دراسة بحثية.",https://arabic.rt.com/health/1688207-%D9%85%D9%81%D8%A7%D8%AC%D8%A3%D8%A9-%D9%84%D9%85%D8%B1%D8%B6%D9%89-%D8%A7%D9%84%D8%B3%D9%83%D8%B1-%D9%84%D8%AC%D8%B3%D9%85%D9%83-%D8%B4%D8%B1%D8%A8-%D8%A7%D9%84%D9%82%D9%87%D9%88%D8%A9-%D9%8A%D9%88%D9%85%D9%8A%D8%A7/,"Mon, 30 Jun 2025 14:27:49 +0000",2025-06-30T15:19:26.260110,مفاجأة لمرضى السكري يحدث لجسمك شرب القهوة يوميا,توصل فريق العلماء نتائج مثيرة حول العلاقة المعقدة استهلاك القهوة ومرض السكري النوع الثاني تحليل علمي موسع شمل قرابة 150 دراسة بحثية,"مفاجأة لمرضى السكري.. هذا ما يحدث لجسمك عند شرب القهوة يوميا توصل فريق من العلماء إلى نتائج مثيرة حول العلاقة المعقدة بين استهلاك القهوة ومرض السكري من النوع الثاني، بعد تحليل علمي موسع شمل قرابة 150 دراسة بحثية.",مفاجأة لمرضى السكري يحدث لجسمك شرب القهوة يوميا توصل فريق العلماء نتائج مثيرة حول العلاقة المعقدة استهلاك القهوة ومرض السكري النوع الثاني تحليل علمي موسع شمل قرابة 150 دراسة بحثية,صحة
rt,"استفز ""طرزان"" بحركة مشينة فنال عقابه.. مقاتل يتعرض للضرب بعد خنق منافسه واقفا (فيديو)","تعرض المقاتل الأمريكي المقاتل لويس هيرنانديز للضرب، بعد فوزه على مواطنه مايلز هانسلينغر، في النزال الذي جمعهما ضمن بطولة ""Tuff-N-Uff 145"" للفنون القتالية المختلطة (MMA).",https://arabic.rt.com/sport/1688259-%D8%A7%D8%B3%D8%AA%D9%81%D8%B2-%D8%B7%D8%B1%D8%B2%D8%A7%D9%86-%D8%A8%D8%AD%D8%B1%D9%83%D8%A9-%D9%85%D8%B4%D9%8A%D9%86%D8%A9-%D9%81%D9%86%D8%A7%D9%84-%D8%B9%D9%82%D8%A7%D8%A8%D9%87-%D9%85%D9%82%D8%A7%D8%AA%D9%84-%D9%8A%D8%AA%D8%B9%D8%B1%D8%B6-%D9%84%D9%84%D8%B6%D8%B1%D8%A8-%D8%A8%D8%B9%D8%AF-%D8%AE%D9%86%D9%82-%D9%85%D9%86%D8%A7%D9%81%D8%B3%D9%87-%D9%88%D8%A7%D9%82%D9%81%D8%A7-%D9%81%D9%8A%D8%AF%D9%8A%D9%88/,"Mon, 30 Jun 2025 14:27:04 +0000",2025-06-30T15:19:26.260110,استفز طرزان بحركة مشينة فنال عقابه مقاتل يتعرض للضرب خنق منافسه واقفا فيديو,تعرض المقاتل الأمريكي المقاتل لويس هيرنانديز للضرب فوزه مواطنه مايلز هانسلينغر النزال جمعهما ضمن بطولة tuffnuff 145 للفنون القتالية المختلطة mma,"استفز ""طرزان"" بحركة مشينة فنال عقابه.. مقاتل يتعرض للضرب بعد خنق منافسه واقفا (فيديو) تعرض المقاتل الأمريكي المقاتل لويس هيرنانديز للضرب، بعد فوزه على مواطنه مايلز هانسلينغر، في النزال الذي جمعهما ضمن بطولة ""Tuff-N-Uff 145"" للفنون القتالية المختلطة (MMA).",استفز طرزان بحركة مشينة فنال عقابه مقاتل يتعرض للضرب خنق منافسه واقفا فيديو تعرض المقاتل الأمريكي المقاتل لويس هيرنانديز للضرب فوزه مواطنه مايلز هانسلينغر النزال جمعهما ضمن بطولة tuffnuff 145 للفنون القتالية المختلطة mma,رياضة
rt,انفجار في ناقلة نفط قبالة سواحل ليبيا,"أعلنت شركة TMS Tankers المشغّلة لناقلة النفط “Vilamoura”، اليوم الاثنين، أن انفجارا وقع في غرفة محركات الناقلة أثناء إبحارها قبالة السواحل الليبية.",https://arabic.rt.com/middle_east/1688258-%D8%A7%D9%86%D9%81%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D9%86%D8%A7%D9%82%D9%84%D8%A9-%D9%86%D9%81%D8%B7-%D9%82%D8%A8%D8%A7%D9%84%D8%A9-%D8%B3%D9%88%D8%A7%D8%AD%D9%84-%D9%84%D9%8A%D8%A8%D9%8A%D8%A7/,"Mon, 30 Jun 2025 14:12:48 +0000",2025-06-30T15:19:26.260110,انفجار ناقلة نفط قبالة سواحل ليبيا,أعلنت شركة tms tankers المشغلة لناقلة النفط vilamoura اليوم الاثنين انفجارا وقع غرفة محركات الناقلة أثناء إبحارها قبالة السواحل الليبية,"انفجار في ناقلة نفط قبالة سواحل ليبيا أعلنت شركة TMS Tankers المشغّلة لناقلة النفط “Vilamoura”، اليوم الاثنين، أن انفجارا وقع في غرفة محركات الناقلة أثناء إبحارها قبالة السواحل الليبية.",انفجار ناقلة نفط قبالة سواحل ليبيا أعلنت شركة tms tankers المشغلة لناقلة النفط vilamoura اليوم الاثنين انفجارا وقع غرفة محركات الناقلة أثناء إبحارها قبالة السواحل الليبية,اقتصاد
rt,"""زر التدمير الذاتي"".. سيناريو كارثي لنهاية الكون","كشف فريق من علماء الفيزياء عن أحد سيناريوهات نهاية الكون الأكثر تدميرا على الإطلاق: ""زر التدمير الذاتي للكون""، الذي يسمى ""اضمحلال الفراغ الزائف"".",https://arabic.rt.com/space/1688240-%D8%B2%D8%B1-%D8%A7%D9%84%D8%AA%D8%AF%D9%85%D9%8A%D8%B1-%D8%A7%D9%84%D8%B0%D8%A7%D8%AA%D9%8A-%D8%B3%D9%8A%D9%86%D8%A7%D8%B1%D9%8A%D9%88-%D9%83%D8%A7%D8%B1%D8%AB%D9%8A-%D9%84%D9%86%D9%87%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D9%83%D9%88%D9%86/,"Mon, 30 Jun 2025 14:09:31 +0000",2025-06-30T15:19:26.260110,زر التدمير الذاتي سيناريو كارثي لنهاية الكون,كشف فريق علماء الفيزياء سيناريوهات نهاية الكون الأكثر تدميرا الإطلاق زر التدمير الذاتي للكون يسمى اضمحلال الفراغ الزائف,"""زر التدمير الذاتي"".. سيناريو كارثي لنهاية الكون كشف فريق من علماء الفيزياء عن أحد سيناريوهات نهاية الكون الأكثر تدميرا على الإطلاق: ""زر التدمير الذاتي للكون""، الذي يسمى ""اضمحلال الفراغ الزائف"".",زر التدمير الذاتي سيناريو كارثي لنهاية الكون كشف فريق علماء الفيزياء سيناريوهات نهاية الكون الأكثر تدميرا الإطلاق زر التدمير الذاتي للكون يسمى اضمحلال الفراغ الزائف,تكنولوجيا
rt,"""غيران-3"" الروسية.. نقلة نوعية في حرب الطائرات المسيّرة","كشف الخبير العسكري الروسي، أناتولي ماتفيتشوك عن أبرز الميزات التي تجعل درونات ""غيران-3"" الروسية سلاحا فعالا في المعارك.",https://arabic.rt.com/technology/1688246-%D8%BA%D9%8A%D8%B1%D8%A7%D9%86-3-%D8%A7%D9%84%D8%B1%D9%88%D8%B3%D9%8A%D8%A9-%D9%86%D9%82%D9%84%D8%A9-%D9%86%D9%88%D8%B9%D9%8A%D8%A9-%D9%81%D9%8A-%D8%AD%D8%B1%D8%A8-%D8%A7%D9%84%D8%B7%D8%A7%D8%A6%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D9%8A%D8%B1%D8%A9/,"Mon, 30 Jun 2025 14:08:30 +0000",2025-06-30T15:19:26.260110,غيران3 الروسية نقلة نوعية حرب الطائرات المسيرة,كشف الخبير العسكري الروسي أناتولي ماتفيتشوك أبرز الميزات تجعل درونات غيران3 الروسية سلاحا فعالا المعارك,"""غيران-3"" الروسية.. نقلة نوعية في حرب الطائرات المسيّرة كشف الخبير العسكري الروسي، أناتولي ماتفيتشوك عن أبرز الميزات التي تجعل درونات ""غيران-3"" الروسية سلاحا فعالا في المعارك.",غيران3 الروسية نقلة نوعية حرب الطائرات المسيرة كشف الخبير العسكري الروسي أناتولي ماتفيتشوك أبرز الميزات تجعل درونات غيران3 الروسية سلاحا فعالا المعارك,تكنولوجيا
rt,الخارجية الإيرانية تستدعي القائم بالأعمال الأوكراني وتسلمه مذكرة احتجاج,استدعى رئيس الدائرة الأولى لدول أوراسيا بوزارة الخارجية الإيرانية شهرام فرساي القائم بالأعمال الأوكراني لتسليمه مذكرة احتجاج.,https://arabic.rt.com/world/1688256-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D8%A9-%D8%A7%D9%84%D8%A5%D9%8A%D8%B1%D8%A7%D9%86%D9%8A%D8%A9-%D8%AA%D8%B3%D8%AA%D8%AF%D8%B9%D9%8A-%D8%A7%D9%84%D9%82%D8%A7%D8%A6%D9%85-%D8%A8%D8%A7%D9%84%D8%A3%D8%B9%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%A3%D9%88%D9%83%D8%B1%D8%A7%D9%86%D9%8A-%D9%88%D8%AA%D8%B3%D9%84%D9%85%D9%87-%D9%85%D8%B0%D9%83%D8%B1%D8%A9-%D8%A7%D8%AD%D8%AA%D8%AC%D8%A7%D8%AC/,"Mon, 30 Jun 2025 13:51:35 +0000",2025-06-30T15:19:26.260110,الخارجية الإيرانية تستدعي القائم بالأعمال الأوكراني وتسلمه مذكرة احتجاج,استدعى رئيس الدائرة الأولى لدول أوراسيا بوزارة الخارجية الإيرانية شهرام فرساي القائم بالأعمال الأوكراني لتسليمه مذكرة احتجاج,الخارجية الإيرانية تستدعي القائم بالأعمال الأوكراني وتسلمه مذكرة احتجاج استدعى رئيس الدائرة الأولى لدول أوراسيا بوزارة الخارجية الإيرانية شهرام فرساي القائم بالأعمال الأوكراني لتسليمه مذكرة احتجاج.,الخارجية الإيرانية تستدعي القائم بالأعمال الأوكراني وتسلمه مذكرة احتجاج استدعى رئيس الدائرة الأولى لدول أوراسيا بوزارة الخارجية الإيرانية شهرام فرساي القائم بالأعمال الأوكراني لتسليمه مذكرة احتجاج,سياسة
rt,تقرير أممي: القوات الأوكرانية أعدمت 26 عسكريا روسيا منذ فبراير 2022,"قام الجنود الأوكرانيون بإعدام ما لا يقل عن 26 عسكريا روسيا، كانوا إما أسرى أو جرحى في ساحة المعركة منذ فبراير 2022، بمن فيهم حالة واحدة في منطقة دونيتسك أواخر عام 2024.",https://arabic.rt.com/world/1688255-%D8%AA%D9%82%D8%B1%D9%8A%D8%B1-%D8%A3%D9%85%D9%85%D9%8A-%D8%A7%D9%84%D9%82%D9%88%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D9%88%D9%83%D8%B1%D8%A7%D9%86%D9%8A%D8%A9-%D8%A3%D8%B9%D8%AF%D9%85%D8%AA-26-%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A7-%D8%B1%D9%88%D8%B3%D9%8A%D8%A7-%D9%85%D9%86%D8%B0-%D9%81%D8%A8%D8%B1%D8%A7%D9%8A%D8%B1-2022/,"Mon, 30 Jun 2025 13:47:20 +0000",2025-06-30T15:19:26.260110,تقرير أممي القوات الأوكرانية أعدمت 26 عسكريا روسيا 2022,الجنود الأوكرانيون بإعدام يقل 26 عسكريا روسيا كانوا أسرى جرحى ساحة المعركة 2022 فيهم حالة واحدة منطقة دونيتسك أواخر عام 2024,"تقرير أممي: القوات الأوكرانية أعدمت 26 عسكريا روسيا منذ فبراير 2022 قام الجنود الأوكرانيون بإعدام ما لا يقل عن 26 عسكريا روسيا، كانوا إما أسرى أو جرحى في ساحة المعركة منذ فبراير 2022، بمن فيهم حالة واحدة في منطقة دونيتسك أواخر عام 2024.",تقرير أممي القوات الأوكرانية أعدمت 26 عسكريا روسيا 2022 الجنود الأوكرانيون بإعدام يقل 26 عسكريا روسيا كانوا أسرى جرحى ساحة المعركة 2022 فيهم حالة واحدة منطقة دونيتسك أواخر عام 2024,سياسة
rt,وزارة الخارجية البيلاروسية تقيم وضع حقوق الإنسان في الاتحاد الأوروبي,صرحت رئيسة الإدارة الرئيسية للدبلوماسية متعددة الأطراف في بيلاروس إيرينا فيليشكو بأن وضع حقوق الإنسان في الاتحاد الأوروبي أبعد ما يكون عن النموذج الذي يحتذى به.,https://arabic.rt.com/world/1688250-%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D9%84%D8%A7%D8%B1%D9%88%D8%B3%D9%8A%D8%A9-%D8%AA%D9%82%D9%8A%D9%85-%D9%88%D8%B6%D8%B9-%D8%AD%D9%82%D9%88%D9%82-%D8%A7%D9%84%D8%A5%D9%86%D8%B3%D8%A7%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D9%8A/,"Mon, 30 Jun 2025 13:34:26 +0000",2025-06-30T15:19:26.260110,وزارة الخارجية البيلاروسية تقيم وضع حقوق الإنسان الاتحاد الأوروبي,صرحت رئيسة الإدارة الرئيسية للدبلوماسية متعددة الأطراف بيلاروس إيرينا فيليشكو بأن وضع حقوق الإنسان الاتحاد الأوروبي أبعد يكون النموذج يحتذى,وزارة الخارجية البيلاروسية تقيم وضع حقوق الإنسان في الاتحاد الأوروبي صرحت رئيسة الإدارة الرئيسية للدبلوماسية متعددة الأطراف في بيلاروس إيرينا فيليشكو بأن وضع حقوق الإنسان في الاتحاد الأوروبي أبعد ما يكون عن النموذج الذي يحتذى به.,وزارة الخارجية البيلاروسية تقيم وضع حقوق الإنسان الاتحاد الأوروبي صرحت رئيسة الإدارة الرئيسية للدبلوماسية متعددة الأطراف بيلاروس إيرينا فيليشكو بأن وضع حقوق الإنسان الاتحاد الأوروبي أبعد يكون النموذج يحتذى,سياسة
